JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	438000	Prov charges Soc sur Prime			NonDispo	20180101	31-12-2017 PROV CHARGES SOC SUR PRIMES 2017	0,00	11805,00	AAAH	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467501	Débiteur Créditeur - WILL BE GROUP			NonDispo	20180101	01-01-2015 OD REAFFECTATION	662000,00	0,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467046	NDF PIERRE DUBOSCLARD			NonDispo	20180101	30-11-2017 NDF PIERRE DUBOSCLARD	0,00	2344,49	AAAJ	20180126	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-00282	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	0,00	149,66	AACO	20190321	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467501	Débiteur Créditeur - WILL BE GROUP			NonDispo	20180101	01-07-2017 VIR AVANCE CC - WILL BE GROUP	80000,00	0,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			A-WBC17-00005	20180101	31-12-2017 MOZART CONSULTING	1200,00	0,00	AACO	20190321	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	401000	FOURNISSEURS HORS GROUP	401001	FOURNISSEURS DIVERS	7BAK3861	20180101	20-12-2017 SCIENCESPO	0,00	2000,00	AAHD	20180123	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467506	Débiteur Créditeur - WILL BE GROUP SARL			NonDispo	20180101	01-01-2015 OD REAFFECTATION	0,00	32136,38	AAAA	20180921	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411500	CLIENTS GROUPE	411WBGSPRL	WILL BE GROUP SPRL	F-WBC17-0151	20180101	30-06-2017 WILL BE GROUP SPRL FACT N°F-WBC17-0151	172,94	0,00	AABC	20180314	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411FILETBLEU	FILET BLEU	F-WBC17-00289	20180101	31-12-2017 FILET BLEU	6480,00	0,00	AAAO	20180302	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	106100	Reserve legale			NonDispo	20180101	REPRISE A NOUVEAU	0,00	3700,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411EVOLEO	EVOLEO	F-WBC17-00294	20180101	31-12-2017 EVOLEO	2519,23	0,00	AAAC	20180314	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	281840	Amortissement mobilier de bureau			NonDispo	20180101	REPRISE A NOUVEAU	0,00	39743,92			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	512000	CMB			7475518	20180101	22-12-2017 CHQ MOZART CONSULTING	0,00	10800,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	448600	Autres charges a payer			NonDispo	20180101	31-12-2017 PROV FORMATION PROF FAFIEC	0,00	2543,76	AABD	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445666	TVA déductible sur ABS			F-WBFS17-00160	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	1060,89	0,00	AABI	20180622	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	491000	Provision pour dépréciation comptes clients			NonDispo	20180101	30-11-2017 Dotations pour dépréciation créances FIRMENICH	0,00	2323,00	AAAB	20190205	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445666	TVA déductible sur ABS			F-WBFS17-00167	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	518,81	0,00	AABI	20180622	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	120000	Resultat de l'exercice (benefice)			NonDispo	20180101	REPRISE A NOUVEAU	0,00	89335,13	AAAE	20180702	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS17-00160	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	0,00	6365,33	AABC	20180411	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467501	Débiteur Créditeur - WILL BE GROUP			NonDispo	20180101	09-11-2015 VIR AVANCE CC-WBG	0,00	110000,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	437000	RETRAITE			NonDispo	20180101	31-12-2017 PREVOYANCE	0,00	477,29	AABH	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	448600	Autres charges a payer			NonDispo	20180101	31-12-2017 PROV TAXE APPRENTISSAGE 2018	0,00	2506,00	AABE	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	261001	Titres de participation DYNERGIES			5318416	20180101	13-01-2015 Titres de participation DYNERGIES - rachat de 2500 parts à Alia Investments	17469,00	0,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411SNCFCOM	VOYAGES-SNCF.COM	F-WBC17-00279	20180101	31-12-2017 VOYAGES-SNCF.COM	13050,00	0,00	AAAD	20180302	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	447000	Autres impôts, taxes et versements assimilés			NonDispo	20180101	31-10-2017 AVIS IMPOT - CFE 2017	0,00	470,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	512000	CMB			7475515	20180101	08-12-2017 CHQ Enora Consulting	0,00	2646,81			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	448600	Autres charges a payer			NonDispo	20180101	31-12-2017 PROV ADESATT	0,00	73,00	AABF	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-00284	20180101	31-12-2017 ENEDIS	0,00	857,50	AABP	20180214	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411SNCFCOM	VOYAGES-SNCF.COM	F-WBC17-0202	20180101	30-09-2017 VOYAGES-SNCF.COM FACT N°F-WBC17-0202	4500,00	0,00	AAAA	20180302	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467501	Débiteur Créditeur - WILL BE GROUP			NonDispo	20180101	28-04-2017 VIR AVANCE CC WILL BE GROUP	0,00	15000,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS17-00162	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	0,00	289,33	AABC	20180411	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	530000	CAISSE			NonDispo	20180101	REPRISE A NOUVEAU	777,55	0,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-0215	20180101	30-09-2017 ENEDIS FACT N°F-WBC17-0215	0,00	5800,80	AABP	20180214	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-0252	20180101	30-11-2017 VOYAGES-SNCF.COM FACT N°F-WBC17-0252	0,00	3000,00	AABX	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	281830	Amortissement matériel de bureau et informatique			NonDispo	20180101	REPRISE A NOUVEAU	0,00	28250,21			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411CDB	CELLULOSES DE BROCELIANDE	F-WBC17-0268	20180101	30-11-2017 CELLULOSES DE BROCELIANDE FACT N°F-WBC17-0268	1620,00	0,00	AAAK	20180123	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	408000	Fournisseurs - Factures non parvenues			NonDispo	20180101	31-12-2017 FNP SCIENCESPO 2017 formation Natacha LEYMARIE	0,00	400,00	AAAZ	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467023	NDF Natacha LEYMARIE			NonDispo	20180101	14-02-2017 VIR AVANCE NDF Natacha LEYMARIE	1000,00	0,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445666	TVA déductible sur ABS			F-WBFS17-00164	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	399,08	0,00	AABI	20180622	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411APERAM	APERAM	F-WBC17-0256	20180101	30-11-2017 APERAM FACT N°F-WBC17-0256	12112,50	0,00	AAAX	20180622	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467501	Débiteur Créditeur - WILL BE GROUP			NonDispo	20180101	06-10-2016 VIR AVANCE - WILL BE GROUP	1000,00	0,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-00287	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	0,00	7,50	AACO	20190321	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	119000	Report à nouveau débiteur			NonDispo	20180101	REPRISE A NOUVEAU	0,00	56386,87	AAAA	20180702	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-00280	20180101	31-12-2017 FONDATION PARTAGE & VIE	0,00	3180,00	AABQ	20180321	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	508100	ACTIVE EPARGNE PRO			NonDispo	20180101	REPRISE A NOUVEAU	4,82	0,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	261002	Titres de participation WILL BE ASSOCIATES			NonDispo	20180101	REPRISE A NOUVEAU	6790,00	0,00	AAAA	20190205	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-0269	20180101	30-11-2017 CELLULOSES DE BROCELIANDE FACT N°F-WBC17-0269	0,00	22,08	AABP	20180214	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467046	NDF PIERRE DUBOSCLARD			NonDispo	20180101	31-10-2017 NDF PIERRE DUBOSCLARD	0,00	354,50	AAAH	20180123	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	431000	URSSAF			NonDispo	20180101	31-12-2017 URSSAF	0,00	6371,00	AABS	20180123	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411MOZART	MOZART CONSULTING	A-WBC17-00005	20180101	31-12-2017 MOZART CONSULTING	0,00	7200,00	AAAK	20180503	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	455802	Intérêts courus WBGP			NonDispo	20180101	31-12-2017 INTERETS CC WILL BE GROUP PARTNERS 2017	0,00	551,93	AAAH	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	468006	Intérêts-WILL BE GROUP SARL			NonDispo	20180101	31-12-2017 INTERETS CC WILL BE GROUP SARL 2017	0,00	887,53	AAAC	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	401000	FOURNISSEURS HORS GROUP	401053	SFR FLOTTE	NonDispo	20180101	26-03-2015 SFR FLOTTE FACT N°9A0012926880	0,00	1476,44			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445666	TVA déductible sur ABS			F-WBFS17-00161	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	819,77	0,00	AABI	20180622	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411APERAM	APERAM	F-WBC17-00295	20180101	31-12-2017 APERAM	761,02	0,00	AAAR	20180124	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	401200	FOURNISSEURS GROUPE	401WBGSARL	WILL BE GROUP SARL	F-WBGSARL17-00111	20180101	31-12-2017 WILL BE GROUP SARL	0,00	1756,95	AAAF	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411500	CLIENTS GROUPE	411WBGSPRL	WILL BE GROUP SPRL	F-WBC17-0082	20180101	30-04-2017 WILL BE GROUP SPRL FACT N°F-WBC17-0082	878,00	0,00	AABC	20180314	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467508	Débiteur Créditeur - WILL BE GROUP SPRL			7225959	20180101	19-05-2017 CHQ ROOM SAVEURS	105,27	0,00	AAAA	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-00290	20180101	31-12-2017 FILET BLEU	0,00	54,61	AABQ	20180321	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467047	NDF LISE MOUGE			NonDispo	20180101	24-11-2017 VIR AVANCE NDF LISE MOUGE	2000,00	0,00	AAAA	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467023	NDF Natacha LEYMARIE			NonDispo	20180101	18-12-2017 NDF Natacha LEYMARIE	0,00	1561,70	AABI	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411APERAM	APERAM	F-WBC17-0277	20180101	30-11-2017 APERAM	757,50	0,00	AAAY	20180712	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445666	TVA déductible sur ABS			F-WBFS17-00162	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	48,22	0,00	AABI	20180622	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411FILETBLEU	FILET BLEU	F-WBC17-00290	20180101	31-12-2017 FILET BLEU	327,66	0,00	AAAO	20180302	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	401200	FOURNISSEURS GROUPE	401WBFS	WILL BE FINANCIAL SERVICES	F-WBFS17-00168	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	0,00	6744,50	AABC	20180411	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	218300	Materiel de bureau et informatique			NonDispo	20180101	REPRISE A NOUVEAU	32343,42	0,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-0233	20180101	31-10-2017 VOYAGES-SNCF.COM FACT N°F-WBC17-0233	0,00	2400,00	AABW	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445666	TVA déductible sur ABS			96328	20180101	31-12-2017 EXPONENS	112,60	0,00	AABF	20180214	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411500	CLIENTS GROUPE	411WBGSPRL	WILL BE GROUP SPRL	F-WBC17-0137	20180101	30-06-2017 WILL BE GROUP SPRL FACT N°F-WBC17-0137	7649,11	0,00	AABC	20180314	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	512000	CMB			NonDispo	20180101	REPRISE A NOUVEAU	136224,89	0,00			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411SNCFCOM	VOYAGES-SNCF.COM	F-WBC17-0252	20180101	30-11-2017 VOYAGES-SNCF.COM FACT N°F-WBC17-0252	18000,00	0,00	AAAC	20180302	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	428200	Dettes provisio. pour conges payes			NonDispo	20180101	31-12-2017 Provision pour congés payés - décembre 2017	0,00	20246,61	AACV	20180327	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445666	TVA déductible sur ABS			F-WBFS17-00166	20180101	31-12-2017 WILL BE FINANCIAL SERVICES	259,40	0,00	AABI	20180622	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	445711	TVA Collectée 20%			F-WBC17-00289	20180101	31-12-2017 FILET BLEU	0,00	1080,00	AABQ	20180321	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	411000	CLIENTS HORS GROUP	411CDB	CELLULOSES DE BROCELIANDE	F-WBC17-0266	20180101	30-11-2017 CELLULOSES DE BROCELIANDE FACT N°F-WBC17-0266	1620,00	0,00	AAAK	20180123	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	296100	Provisions pour dépréciation des titres de participation			NonDispo	20180101	REPRISE A NOUVEAU	0,00	2396,48			20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	467506	Débiteur Créditeur - WILL BE GROUP SARL			NonDispo	20180101	01-01-2015 CC WILL BE GROUP SARL - AVANCE FRAIS TERESA DORNER	0,00	542,13	AAAA	20180921	20191028		
AN	JOURNAL DES A NOUVEAUX	AN000000001	20180101	401000	FOURNISSEURS HORS GROUP	401053	SFR FLOTTE	NonDispo	20180101	26-04-2015 SFR FLOTTE FACT N°9A0013109627	0,00	1814,29			20191028		
